,Prompt,Answer
4255,"Your current position: (0,2), you have to reach (2,2).",down
4256,"Your current position: (1,2), you have to reach (2,2).",down
4257,"Your current position: (3,0), you have to reach (3,2).",right
4258,"Your current position: (3,1), you have to reach (3,2).",right
4259,"Your current position: (2,0), you have to reach (3,1).",right
4260,"Your current position: (2,1), you have to reach (3,1).",down
4261,"Your current position: (1,1), you have to reach (2,0).",left
4262,"Your current position: (1,0), you have to reach (2,0).",down
4263,"Your current position: (0,1), you have to reach (3,1).",down
4264,"Your current position: (1,1), you have to reach (3,1).",down
4265,"Your current position: (2,1), you have to reach (3,1).",down
4266,"Your current position: (2,2), you have to reach (2,3).",right
4267,"Your current position: (3,0), you have to reach (1,0).",up
4268,"Your current position: (2,0), you have to reach (1,0).",up
4269,"Your current position: (0,3), you have to reach (1,0).",left
4270,"Your current position: (0,2), you have to reach (1,0).",left
4271,"Your current position: (0,1), you have to reach (1,0).",left
4272,"Your current position: (0,0), you have to reach (1,0).",down
4273,"Your current position: (2,1), you have to reach (1,2).",right
4274,"Your current position: (2,2), you have to reach (1,2).",up
4275,"Your current position: (1,0), you have to reach (3,0).",down
4276,"Your current position: (2,0), you have to reach (3,0).",down
4277,"Your current position: (2,1), you have to reach (2,2).",right
4278,"Your current position: (3,0), you have to reach (0,3).",right
4279,"Your current position: (3,1), you have to reach (0,3).",up
4280,"Your current position: (2,1), you have to reach (0,3).",right
4281,"Your current position: (2,2), you have to reach (0,3).",up
4282,"Your current position: (1,2), you have to reach (0,3).",right
4283,"Your current position: (1,3), you have to reach (0,3).",up
4284,"Your current position: (2,0), you have to reach (1,0).",up
4285,"Your current position: (0,2), you have to reach (1,1).",left
4286,"Your current position: (0,1), you have to reach (1,1).",down
4287,"Your current position: (0,0), you have to reach (1,2).",right
4288,"Your current position: (0,1), you have to reach (1,2).",right
4289,"Your current position: (0,2), you have to reach (1,2).",down
4290,"Your current position: (2,1), you have to reach (2,2).",right
4291,"Your current position: (0,1), you have to reach (3,1).",down
4292,"Your current position: (1,1), you have to reach (3,1).",down
4293,"Your current position: (2,1), you have to reach (3,1).",down
4294,"Your current position: (0,2), you have to reach (0,1).",left
4295,"Your current position: (3,1), you have to reach (2,1).",up
4296,"Your current position: (0,3), you have to reach (3,2).",down
4297,"Your current position: (1,3), you have to reach (3,2).",down
4298,"Your current position: (2,3), you have to reach (3,2).",left
4299,"Your current position: (2,2), you have to reach (3,2).",down
4300,"Your current position: (0,1), you have to reach (1,1).",down
4301,"Your current position: (3,2), you have to reach (1,1).",up
4302,"Your current position: (2,2), you have to reach (1,1).",left
4303,"Your current position: (2,1), you have to reach (1,1).",up
4304,"Your current position: (2,3), you have to reach (1,2).",left
4305,"Your current position: (2,2), you have to reach (1,2).",up
4306,"Your current position: (1,0), you have to reach (3,2).",right
4307,"Your current position: (1,1), you have to reach (3,2).",down
4308,"Your current position: (2,1), you have to reach (3,2).",right
4309,"Your current position: (2,2), you have to reach (3,2).",down
4310,"Your current position: (1,0), you have to reach (3,1).",down
4311,"Your current position: (2,0), you have to reach (3,1).",right
4312,"Your current position: (2,1), you have to reach (3,1).",down
4313,"Your current position: (1,2), you have to reach (3,3).",down
4314,"Your current position: (2,2), you have to reach (3,3).",right
4315,"Your current position: (2,3), you have to reach (3,3).",down
4316,"Your current position: (0,2), you have to reach (1,2).",down
4317,"Your current position: (2,0), you have to reach (0,0).",up
4318,"Your current position: (1,0), you have to reach (0,0).",up
4319,"Your current position: (3,1), you have to reach (2,3).",right
4320,"Your current position: (3,2), you have to reach (2,3).",right
4321,"Your current position: (3,3), you have to reach (2,3).",up
4322,"Your current position: (3,3), you have to reach (3,1).",left
4323,"Your current position: (3,2), you have to reach (3,1).",left
4324,"Your current position: (0,1), you have to reach (3,1).",down
4325,"Your current position: (1,1), you have to reach (3,1).",down
4326,"Your current position: (2,1), you have to reach (3,1).",down
4327,"Your current position: (0,3), you have to reach (0,0).",left
4328,"Your current position: (0,2), you have to reach (0,0).",left
4329,"Your current position: (0,1), you have to reach (0,0).",left
4330,"Your current position: (3,0), you have to reach (0,0).",up
4331,"Your current position: (2,0), you have to reach (0,0).",up
4332,"Your current position: (1,0), you have to reach (0,0).",up
4333,"Your current position: (0,1), you have to reach (0,3).",right
4334,"Your current position: (0,2), you have to reach (0,3).",right
4335,"Your current position: (0,2), you have to reach (2,0).",left
4336,"Your current position: (0,1), you have to reach (2,0).",down
4337,"Your current position: (1,1), you have to reach (2,0).",left
4338,"Your current position: (1,0), you have to reach (2,0).",down
4339,"Your current position: (3,2), you have to reach (2,2).",up
4340,"Your current position: (3,3), you have to reach (2,3).",up
4341,"Your current position: (2,1), you have to reach (1,2).",right
4342,"Your current position: (2,2), you have to reach (1,2).",up
4343,"Your current position: (3,0), you have to reach (2,2).",right
4344,"Your current position: (3,1), you have to reach (2,2).",right
4345,"Your current position: (3,2), you have to reach (2,2).",up
4346,"Your current position: (3,0), you have to reach (1,1).",up
4347,"Your current position: (2,0), you have to reach (1,1).",right
4348,"Your current position: (2,1), you have to reach (1,1).",up
4349,"Your current position: (1,3), you have to reach (0,2).",left
4350,"Your current position: (1,2), you have to reach (0,2).",up
4351,"Your current position: (3,3), you have to reach (1,2).",up
4352,"Your current position: (2,3), you have to reach (1,2).",left
4353,"Your current position: (2,2), you have to reach (1,2).",up
4354,"Your current position: (0,2), you have to reach (1,2).",down
4355,"Your current position: (1,0), you have to reach (0,3).",right
4356,"Your current position: (1,1), you have to reach (0,3).",right
4357,"Your current position: (1,2), you have to reach (0,3).",right
4358,"Your current position: (1,3), you have to reach (0,3).",up
4359,"Your current position: (0,3), you have to reach (1,2).",left
4360,"Your current position: (0,2), you have to reach (1,2).",down
4361,"Your current position: (3,2), you have to reach (2,2).",up
4362,"Your current position: (1,0), you have to reach (3,1).",down
4363,"Your current position: (2,0), you have to reach (3,1).",right
4364,"Your current position: (2,1), you have to reach (3,1).",down
4365,"Your current position: (0,1), you have to reach (0,2).",right
4366,"Your current position: (0,3), you have to reach (1,1).",left
4367,"Your current position: (0,2), you have to reach (1,1).",left
4368,"Your current position: (0,1), you have to reach (1,1).",down
4369,"Your current position: (0,0), you have to reach (2,2).",right
4370,"Your current position: (0,1), you have to reach (2,2).",down
4371,"Your current position: (1,1), you have to reach (2,2).",right
4372,"Your current position: (1,2), you have to reach (2,2).",down
4373,"Your current position: (0,0), you have to reach (3,0).",down
4374,"Your current position: (1,0), you have to reach (3,0).",down
4375,"Your current position: (2,0), you have to reach (3,0).",down
4376,"Your current position: (2,2), you have to reach (3,2).",down
4377,"Your current position: (2,1), you have to reach (2,0).",left
4378,"Your current position: (2,2), you have to reach (2,1).",left
4379,"Your current position: (3,2), you have to reach (0,2).",up
4380,"Your current position: (2,2), you have to reach (0,2).",up
4381,"Your current position: (1,2), you have to reach (0,2).",up
4382,"Your current position: (2,0), you have to reach (2,2).",right
4383,"Your current position: (2,1), you have to reach (2,2).",right
4384,"Your current position: (2,0), you have to reach (3,3).",right
4385,"Your current position: (2,1), you have to reach (3,3).",right
4386,"Your current position: (2,2), you have to reach (3,3).",right
4387,"Your current position: (2,3), you have to reach (3,3).",down
4388,"Your current position: (0,2), you have to reach (2,3).",down
4389,"Your current position: (1,2), you have to reach (2,3).",right
4390,"Your current position: (1,3), you have to reach (2,3).",down
4391,"Your current position: (2,3), you have to reach (1,2).",left
4392,"Your current position: (2,2), you have to reach (1,2).",up
4393,"Your current position: (2,3), you have to reach (3,2).",left
4394,"Your current position: (2,2), you have to reach (3,2).",down
4395,"Your current position: (2,2), you have to reach (1,1).",left
4396,"Your current position: (2,1), you have to reach (1,1).",up
4397,"Your current position: (1,3), you have to reach (3,3).",down
4398,"Your current position: (2,3), you have to reach (3,3).",down
4399,"Your current position: (2,3), you have to reach (2,1).",left
4400,"Your current position: (2,2), you have to reach (2,1).",left
4401,"Your current position: (0,0), you have to reach (2,3).",right
4402,"Your current position: (0,1), you have to reach (2,3).",right
4403,"Your current position: (0,2), you have to reach (2,3).",down
4404,"Your current position: (1,2), you have to reach (2,3).",right
4405,"Your current position: (1,3), you have to reach (2,3).",down
4406,"Your current position: (1,3), you have to reach (3,3).",down
4407,"Your current position: (2,3), you have to reach (3,3).",down
4408,"Your current position: (0,1), you have to reach (0,0).",left
4409,"Your current position: (3,2), you have to reach (2,0).",left
4410,"Your current position: (3,1), you have to reach (2,0).",left
4411,"Your current position: (3,0), you have to reach (2,0).",up
